article_id,published_date,publisher,linked_ticker_count,linked_tickers,stratum,title,summary,classification_status,is_relevant,relevance_type,primary_company,primary_industry,event_type,target_company_sentiment,news_scope,expected_competitor_effect,materiality,confidence,reasoning_short,model,estimated_cost_usd,classified_at
4a852c39d33173fffde392e18b166f3eda112d5c7f3d9eb85399a373e2907f19,2026-01-13,Yahoo,1,DAL,airlines_travel__analyst_or_earnings,Delta Expects Premium Fliers to Pad Its Profit This Year,The biggest U.S. airline by market capitalization expects earnings per share to increase 20% this year from 2025.,success,true,target_company_news,DAL,airlines_travel,earnings_or_guidance,positive,firm_specific,same_direction_contagion,4.0,5.0,Delta’s upbeat profit outlook is directly relevant and may signal similar premium-demand strength for other airlines.,gpt-5.4-mini,0.0,2026-06-21T21:17:11+00:00
643ec66cff0f77907283bdf93f7f86160247cc9e8960db888904f65315f0deaf,2026-03-16,Yahoo,2,DAL;LUV,airlines_travel__analyst_or_earnings,UBS cuts price targets on airline stocks amid ’significant uncertainty’,"Investing.com -- UBS has lowered estimates and price targets across its U.S. airline coverage, warning of “significant uncertainty” surrounding fuel costs and the sector’s 2026 outlook.",success,true,industry_news,DAL,airlines_travel,analyst_rating_or_price_target,negative,industry_wide,same_direction_contagion,4.0,5.0,"UBS cut targets across U.S. airlines, signaling sector-wide pressure from fuel cost uncertainty.",gpt-5.4-mini,0.0,2026-06-21T21:17:12+00:00
7f05fdf588dcdaf9b2d4af0c52fe1c1d30aa5a6752a290b4cc4c1e09edf23a67,2026-04-12,Yahoo,1,DAL,airlines_travel__analyst_or_earnings,"As a Direct Challenge to Starlink, Amazon and Delta Are Teaming Up to Offer In-Flight Wi-Fi. Which Stock Will Benefit the Most?","Amazon's Delta deal could unlock a powerful new revenue stream, though execution will remain the key deciding factor.",success,true,target_company_news,DAL,airlines_travel,partnership_or_contract,positive,firm_specific,neutral_or_no_clear_effect,3.0,4.0,Delta’s partnership with Amazon on in-flight Wi‑Fi is a firm-specific strategic deal with potential revenue upside.,gpt-5.4-mini,0.0,2026-06-21T21:17:14+00:00
44f9723b2904c6f6f8f973e9155d410a5d230c6f46e4b6d30d9eeda6bdcd6528,2026-05-06,Yahoo,1,DAL,airlines_travel__analyst_or_earnings,Does Delta (DAL) Prioritize Control or Shareholder Voice as Premium Profits Rise and Dividends Hold?,"In late April 2026, Delta Air Lines filed definitive proxy materials opposing shareholder proposals on cumulative voting and written consent, while its board affirmed a quarterly dividend of US$0.19 per share payable on June 4, 2026. At the same time, Delta reported record March-quarter revenue and a very large year-on-year increase in pre-tax income, highlighting how its premium-focused revenue mix and capacity discipline are helping it absorb higher fuel and labor costs. We’ll now explore...",success,true,target_company_news,DAL,airlines_travel,earnings_or_guidance,positive,firm_specific,same_direction_contagion,4.0,5.0,"Delta’s strong quarterly results, dividend decision, and proxy actions are firm-specific and relevant to airline sector spillovers.",gpt-5.4-mini,0.0,2026-06-21T21:17:13+00:00
117b03515e7fffddd0965305eed86a098752010fb206f33f6a6255854db9872e,2025-12-17,Benzinga,1,DAL,airlines_travel__firm_event,"Wheels Up Experience Announces Members Can Book Delta Air Lines Commercial Flights Directly Through Wheel Up's Member Web Portal, Effective Early 2026","Wheels Up Experience Inc. (NYSE:UP), a leading provider of on-demand private aviation, today announced that beginning in early January 2026, Wheels Up members will be able to self-book Delta Air Lines commercial flights",success,true,competitor_company_news,DAL,airlines_travel,partnership_or_contract,positive,firm_specific,neutral_or_no_clear_effect,2.0,4.0,"Delta gains a distribution partnership with Wheels Up, but the direct spillover to other airlines is limited.",gpt-5.4-mini,0.0,2026-06-21T21:17:16+00:00
1cda02614c98dc148c9f18866b1a05702c52ab448ea2b7adb06c27e36da14b95,2026-01-13,Benzinga,1,DAL,airlines_travel__firm_event,Why Boeing Shares Are Surging On Tuesday?,"Boeing achieves 600 commercial and 131 defense aircraft deliveries in 2025, including Apache, Chinook, F-15, and F/A-18 units, highlighting robust production and market demand.",success,true,competitor_company_news,Boeing,airlines_travel,demand_sales_or_deliveries,positive,firm_specific,same_direction_contagion,3.0,4.0,"Boeing delivery strength is relevant to airline and aerospace demand, with potential spillover to peers in the travel ecosystem.",gpt-5.4-mini,0.0,2026-06-21T21:17:17+00:00
44c1d59fd97b641fd747ba5e86346977dd22e2329d8a25c6a3b308157fc137ea,2026-02-13,Yahoo,1,DAL,airlines_travel__firm_event,Delta Insider Sales And Airbus Order Put Long Term Plans In Focus,"Multiple senior Delta Air Lines executives disclosed significant insider stock sales in recent filings. Delta Air Lines announced a major widebody fleet modernization agreement with Airbus for A330-900 and A350-900 aircraft. Deliveries of the new Airbus jets are scheduled to begin in 2029, with implications for long term capacity, efficiency, and sustainability goals. For investors watching NYSE:DAL, these updates land as the stock trades around $69.5, with a 1 year return of 9.8% and a 3...",success,true,target_company_news,DAL,airlines_travel,partnership_or_contract,mixed,firm_specific,neutral_or_no_clear_effect,4.0,5.0,"Delta’s Airbus fleet order and insider sales are directly material to DAL, with mixed implications for long-term operations and governance.",gpt-5.4-mini,0.0,2026-06-21T21:17:17+00:00
02c5e59c1e31b835bfc9e93cee8ebf752d390884b56ea7832ee54b8cfe469e39,2026-02-27,Yahoo,1,LUV,airlines_travel__firm_event,AAL Benefits From Improved Air-Travel Demand Amid High Costs,"American Airlines rides improving air-travel demand and new routes for summer 2026, but rising labor costs and a $25.2 B debt load weigh on results.",success,true,competitor_company_news,AAL,airlines_travel,demand_sales_or_deliveries,mixed,firm_specific,same_direction_contagion,4.0,5.0,American Airlines’ demand and cost outlook is relevant to airline peers like LUV through shared travel demand conditions.,gpt-5.4-mini,0.0,2026-06-21T21:17:17+00:00
9b5eca54e6669cd46ba0b9a23f0826aaa1a9ab94fb3d9fafa7368833ead9b3e5,2026-03-02,Yahoo,1,AAL,airlines_travel__firm_event,JetBlue's Winter Breakdown Resets Near-Term Risk--but Creates Long-Term Optionality,"Severe winter disruptions exposed operational fragility, pressured Q4--Q1 results, and reframed JetBlue as an asymmetric recovery opportunity over a multi-year horizon.",success,true,competitor_company_news,JetBlue,airlines_travel,other,mixed,firm_specific,neutral_or_no_clear_effect,3.0,4.0,"JetBlue operational disruptions matter for airline peers, but the spillover sign is not clearly positive or negative.",gpt-5.4-mini,0.0,2026-06-21T21:17:18+00:00
debc79be0252b4555b7ac593429f10cf138404ff390d6bda04065fc6f1c6fc78,2026-05-18,Finnhub,1,AAL,airlines_travel__firm_event,Faa says it failed to address warning signals before fatal collision,The head of the Federal Aviation Administration will tell Congress on Tuesday the agency failed to act on warnings prior to the January 2025 fatal collision between an American Airlines regional jet...,success,true,target_company_news,American Airlines (AAL),airlines_travel,legal_regulatory_policy,negative,firm_specific,same_direction_contagion,4.0,5.0,The FAA testimony about a fatal collision directly concerns American Airlines and could affect the airline sector through regulatory scrutiny.,gpt-5.4-mini,0.0,2026-06-21T21:17:20+00:00
2840c76bba95934a340920a92c66aaff02c3da8010e54048e14c68d4c4b38378,2025-11-21,Yahoo,1,AAL,airlines_travel__macro_policy,"Figs, Steven Madden, Wyndham, Purple, and American Airlines Shares Skyrocket, What You Need To Know","A number of stocks jumped in the afternoon session after comments from a key Federal Reserve official bolstered hopes for an interest rate cut. New York Federal Reserve President John Williams stated he sees “room for a further adjustment” in the near term, sparking a significant market rally. Following his remarks, the probability of the central bank cutting rates at its December meeting jumped from 39% to over 73%, according to the CME FedWatch tool. This positive sentiment provided relief to",success,true,market_roundup_but_relevant,AAL,airlines_travel,macro_rates_tariffs_oil_geopolitics,positive,macro_wide,same_direction_contagion,3.0,5.0,The article links American Airlines to a broader rate-cut rally that can lift the whole airline sector.,gpt-5.4-mini,0.0,2026-06-21T21:17:21+00:00
f1d9f2fc780a0ba246048932d2b49dbc8fbdfb6e18277848a583f11408b45734,2026-01-13,Yahoo,1,DAL,airlines_travel__macro_policy,Stock Market Today: Dow Drops On Inflation Report; This Oil Stock Breaks Out (Live Coverage),The Dow Jones industrials dropped Tuesday after a surprise CPI inflation report. Nvidia stock fell in morning trading.,success,true,market_roundup_but_relevant,DAL,airlines_travel,macro_rates_tariffs_oil_geopolitics,negative,macro_wide,same_direction_contagion,3.0,4.0,"A surprise CPI report is macro news that can affect airline demand and costs broadly, including DAL and peers.",gpt-5.4-mini,0.0,2026-06-21T21:17:23+00:00
cceab20884e11ca2124283ded31778c25a43106efead97af0b36d0dc595a0de4,2026-02-19,Benzinga,1,AAL,airlines_travel__macro_policy,American Airlines Stock Slides As Oil Hits 6-Month High,American Airlines Group Inc (NASDAQ: AAL) shares are trading lower Thursday morning as crude oil extended gains toward six-month highs.,success,true,target_company_news,AAL,airlines_travel,macro_rates_tariffs_oil_geopolitics,negative,macro_wide,same_direction_contagion,3.0,5.0,Higher oil prices raise fuel costs for American Airlines and likely pressure other airlines too.,gpt-5.4-mini,0.0,2026-06-21T21:17:25+00:00
2a88b675705886a461486f302a42f6dfb35e5f1b33c00f8b9e6c2f8abb091f7a,2025-07-10,Benzinga,2,AAL;AMD,airlines_travel__market_roundup_or_advice,"MP Materials, Coreweave, Levi Strauss, United Airlines, And AMD: Why These 5 Stocks Are On Investors' Radars Today","Thursday saw a positive close for U.S. stocks, with the Dow Jones index gaining over 190 points or 0.4% to 44,650.64",success,true,market_roundup_but_relevant,AMD,semiconductors_ai,market_roundup,neutral,mixed,same_direction_contagion,1.0,4.0,"This is a market roundup mentioning AMD and United Airlines without company-specific news, so it is only mildly relevant.",gpt-5.4-mini,0.0,2026-06-21T21:17:27+00:00
ca91ccd631e8e0705582af66613c4934ffba115f6a8f273f16c802ab795cbcea,2025-07-10,Yahoo,3,AAL;DAL;UAL,airlines_travel__market_roundup_or_advice,Airline Stocks Rally After Delta Says Demand Is Stabilizing,"U.S. airline stocks rose sharply on Thursday after Delta Air Lines said travel demand has stabilized.  Shares of Delta, American Airlines and United Airlines were up 12%, 13% and 14%, respectively at the end of the trading day.  The U.S. Global Jets ETF, which tracks an index of various airlines, rose about 7% to the highest level since February, according to Dow Jones Market Data.",success,true,market_roundup_but_relevant,DAL,airlines_travel,demand_sales_or_deliveries,positive,industry_wide,same_direction_contagion,4.0,5.0,Delta’s demand stabilization signals improving airline industry conditions and lifted peers broadly.,gpt-5.4-mini,0.0,2026-06-21T21:17:28+00:00
13328c4628b1f3e891ed0a256d9b73c6a469b1bf33829353e0a3111eaf93cd69,2026-04-14,Yahoo,1,AAL,airlines_travel__market_roundup_or_advice,Stocks Climb on US-Iran Peace Talk Optimism and a Favorable PPI Report,"The S&P 500 Index ($SPX ) (SPY ) today is up +0.39%, the Dow Jones Industrial Average ($DOWI ) (DIA ) is up +0.13%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) is up +0.76%. June E-mini S&P futures (ESM26 ) are up +0.49%, and June E-mini Nasdaq futures...",success,true,market_roundup_but_relevant,AAL,airlines_travel,market_roundup,positive,macro_wide,same_direction_contagion,2.0,4.0,A market roundup tied to lower geopolitical risk and a favorable PPI report can affect airline demand and fuel-cost expectations.,gpt-5.4-mini,0.0,2026-06-21T21:17:40+00:00
